id,value,emotion
Bingham Savings Bank,0.345,gioia
West One Bank Idaho,0.3449,gioia
Societe Generale Seoul,0.3425,gioia
ICBC Asia,0.3417,gioia
Encap 1989-I LP,0.34,gioia
Foothill Income Trust LP,0.3387,gioia
Landesbank Hessen-Thuringen GZ [ex-Hessische Landesbank GZ],0.3376,gioia
Senior Strategic Income Fund Inc,0.3367,gioia
Penn Mutual Life Insurance Co,0.3358,gioia
First of America Bank,0.3348,gioia
Shinhan Bank,0.3346,gioia
Bank One Chicago,0.3345,gioia
GE Commercial Distribution Finance Corp,0.3338,gioia
Allstate Insurance Co,0.3335,gioia
Northwest Farm Credit Services PCA,0.3334,gioia
Chohung Bank Deutschland,0.3333,gioia
KZH Holding Corp,0.3331,gioia
Presidential Life Insurance,0.3296,gioia
Banc of America Securities Ltd,0.3292,gioia
American Agcredit PCA,0.3288,gioia
Oak Hill Securities,0.3284,gioia
Credit Industriel et Commercial de Paris,0.3281,gioia
Banca Monte dei Paschi,0.3275,gioia
Copenhagen Handelsbank,0.3274,gioia
Bank of San Diego,0.327,gioia
IKB Capital Corp,0.3258,gioia
Colonial Bank,0.3252,gioia
United Presidential Life Insurance Co,0.3252,gioia
GE Healthcare Financial Services,0.3249,gioia
Banco Espanol de Credito SA [Banesto],0.3239,gioia
Fleet Retail Group Inc,0.3225,gioia
Banca Monte dei Paschi di Siena SACF,0.3222,gioia
Long-Term Investment Trust,0.3211,gioia
GE Commercial Finance Corporate Lending,0.32,gioia
Norwest Bank Iowa,0.3199,gioia
Malayan Banking Bhd,0.3199,gioia
Sanwa International Finance,0.3195,gioia
DekaBank Deutsche Girozentrale,0.3192,gioia
Hongkong Shanghai Bank,0.3177,gioia
Paribas Capital,0.3158,gioia
Comerica West Inc,0.3155,gioia
Citigroup Global Markets Realty Corp,0.315,gioia
Grand Cathay Securities Corp,0.3143,gioia
Yuanta Core Pacific Securities,0.3143,gioia
Bank of Overseas Chinese,0.3137,gioia
Marquette National Bank,0.3125,gioia
Citizens Bank of Rhode Island,0.3116,gioia
Employers Life Insurance of Wausau,0.3106,gioia
Standard Chartered Bank New York,0.31,gioia
Sakura Finance Asia,0.308,gioia
WestAmerica Bancorporation,0.3078,gioia
American Express Bank Ltd,0.307,gioia
General American Life Insurance Co,0.3062,gioia
Regions Financial Corp,0.306,gioia
Oakreed Financial Services,0.3055,gioia
Union Labor Life Insurance Co,0.305,gioia
Grand Commercial Bank,0.3039,gioia
IDS Life Insurance Co,0.303,gioia
People's Bank,0.302,gioia
BAWAG International Finance Ltd,0.3017,gioia
Bay Bank,0.3004,gioia
IDS Certificate Co,0.3,gioia
UJB Financial Corp,0.3,gioia
Fiduciary Capital Partners LP,0.3,gioia
Bank of Tokyo-Mitsubishi BIBF,0.3,gioia
National Securities Corp (Taiwan),0.3,gioia
Chinatrust Securities Corp Ltd,0.3,gioia
Waddell & Reed Financial Inc,0.3,gioia
Comerica Bank - Illinois,0.2999,gioia
Bank of Louisville & Trust Co,0.2998,gioia
Southern Pacific Thrift & Loan Association,0.2991,gioia
Macquarie Bank Ltd,0.2985,gioia
Deere Credit Inc,0.2964,gioia
All First Bank,0.2962,gioia
California State Teachers Retirement System,0.2955,gioia
Frost Bank,0.2945,gioia
Century Life of America,0.2943,gioia
Mitsui Trust Bank USA,0.2933,gioia
San Diego Trust & Savings Bank,0.2925,gioia
Cole Taylor Bank,0.292,gioia
Bank One-Colorado Springs,0.2918,gioia
SG Cowen Securities,0.2915,gioia
Arvest Bank,0.2905,gioia
First National Bank of Boston,0.2895,gioia
BCI Holdings Corp,0.2895,gioia
National Rural Utilities Cooperative Finance Corp,0.2895,gioia
Maybank International Ltd,0.2866,gioia
Great Northern Insured Annuity Corp,0.2865,gioia
Riverside Bank,0.286,gioia
Central Trust Co (NY),0.2851,gioia
United California Bank,0.2849,gioia
Hanwa American Corp,0.284,gioia
Ceres Finance Ltd,0.2839,gioia
Wachovia Capital Finance Corp (Western),0.2837,gioia
BW Capital Markets Inc [US],0.2834,gioia
Foothill Group,0.2832,gioia
China Development Finance Co (HK) Ltd,0.2832,gioia
SunBank Miami,0.283,gioia
Wilmington Trust Co,0.2827,gioia
Mark Twain Kansas City Bank,0.2827,gioia
Union Planters Bank NA,0.2825,gioia
Dao Heng Markets,0.2825,gioia
Landesbank Rheinland-Pfalz GZ,0.2817,gioia
DKB Asia Ltd,0.2817,gioia
Chong Shing Bank,0.28,gioia
Kredietbank International Group,0.2798,gioia
Allstate Prime Income Trust,0.2798,gioia
Centura Bank,0.2791,gioia
HSBC Business Credit (USA) Inc,0.2782,gioia
Key Bank of Colorado,0.2745,gioia
L-Bank BW Foerderbank,0.2714,gioia
Bank of China LA Branch,0.2702,gioia
BH Finance,0.27,gioia
JP Morgan Securities Asia,0.2693,gioia
Stanchart Business Credit,0.2688,gioia
First Union Corp,0.2681,gioia
National Bank of Kuwait SAK [NBK],0.2655,gioia
United Missouri Bank of Kansas,0.2654,gioia
Investors Bank & Trust Co,0.265,gioia
Royal Bank of Pennsylvania,0.265,gioia
Interallianz Bank Zurich AG,0.265,gioia
KfW IPEX-Bank GmbH [Ex-KfW],0.2649,gioia
Atlantic Leasing & Financial,0.263,gioia
First Union Capital Markets Corp,0.2627,gioia
Southern Farm Bureau Life Insurance Co,0.262,gioia
Raiffeisen Zentralbank Osterreich AG [RZB],0.2615,gioia
Mitsubishi Finance Hong Kong,0.2615,gioia
Landesbank Sachsen GZ,0.2611,gioia
Webster Business Credit Corp,0.261,gioia
Guaranty Bank FSB,0.2602,gioia
Bank of Floyd,0.26,gioia
Mellon Bank Canada,0.2596,gioia
First Horizon Bank,0.2585,gioia
Franklin Floating Rate Trust,0.2584,gioia
Receivable Capital Corp,0.2575,gioia
PS Green Inc,0.257,gioia
ANZ Investment Bank,0.2568,gioia
Wachovia Capital Finance Corp (Central),0.2557,gioia
Morgan Stanley Dean Witter Prime Income Trust,0.2557,gioia
Gleacher NatWest,0.2545,gioia
LTCB Asia Ltd,0.2533,gioia
Sun Life Assurance Co of Canada,0.2525,gioia
United of Omaha Life Insurance,0.2519,gioia
First Fidelity Bancorporation,0.2518,gioia
TransAmerica Business Capital Corp,0.2512,gioia
Caja Madrid [Caja de Ahorros y Monte de Piedad de Madrid SA],0.251,gioia
NBD Bancorp Inc,0.2505,gioia
Canada Life Insurance Co,0.2504,gioia
TCW Special Credits,0.2501,gioia
Xerox Credit Corp,0.25,gioia
National Bank of Waterloo,0.25,gioia
First Womens Bank,0.25,gioia
Petra Capital LLC,0.25,gioia
M&I Thunderbird Bank,0.25,gioia
BG Bank,0.25,gioia
Standard Chartered Plc,0.25,gioia
Dime Saving Bank of New York,0.2497,gioia
State of California Public Employees' Retirement System,0.249,gioia
BankNorth NA,0.2476,gioia
LaSalle Bank Midwest NA,0.2474,gioia
Quantum Partners LDC,0.2465,gioia
Oak Hill Advisors Inc,0.245,gioia
Cariplo Bank,0.243,gioia
Mitsubishi Trust Finance Asia,0.2429,gioia
Restructured Obligations Backed by Senior Assets,0.2413,gioia
Land Bank of Taiwan,0.241,gioia
Credit Lyonnais Canada,0.24,gioia
1st Source Bank,0.2396,gioia
Bank of Mississippi,0.2393,gioia
RBC Finance BV,0.2391,gioia
Texas Capital Bank,0.2387,gioia
First New York Bank for Business,0.2383,gioia
IBJ Asia,0.2378,gioia
US Leasing Corp,0.2358,gioia
Societe Generale BIBF,0.2356,gioia
US Bank Corporate Trust Services,0.2344,gioia
Bank United Corp,0.2344,gioia
Gruppo Sanpaolo IMI,0.2342,gioia
Deutsche Bank AG Canada,0.2339,gioia
Teachers Retirement Systems of Alabama,0.2338,gioia
Ohio National Life Insurance Co,0.2336,gioia
American United Life Insurance Co,0.2334,gioia
PB (USA) Realty Corp,0.2329,gioia
Goldman Sachs Group Inc,0.232,gioia
Riggs Bank NA,0.2318,gioia
SMBC,0.2317,gioia
Taipei Fubon Commercial Bank,0.2316,gioia
TransAmerica Corp,0.2307,gioia
Dexia Credit Local SA [US],0.2301,gioia
Camuri Holdings Ltd,0.23,gioia
Siemens AG,0.2299,gioia
Arizona Bank,0.2299,gioia
E Sun Commercial Bank,0.2295,gioia
BancFirst Corp,0.2283,gioia
Bank One-Utah,0.2282,gioia
Wachovia Capital Finance Corp (Canada),0.2276,gioia
Sovran/Central South,0.2275,gioia
Westdeutsche ImmobilienBank AG [WIB],0.227,gioia
Huntingdon National Bank,0.2268,gioia
North Fork Business Capital,0.226,gioia
Indosuez Capital,0.2251,gioia
Imperial Thrift & Loan,0.225,gioia
Bank Austria Creditanstalt International AG,0.225,gioia
First City Texas - Midland,0.2248,gioia
Bank of Nashville,0.2245,gioia
Fortis SA/NV [ex-Fortis Bank SA],0.2233,gioia
First National Bank of Southwestern Ohio,0.2221,gioia
Standard Chartered Markets,0.2219,gioia
Barnett Bank of Palm Beach County,0.2218,gioia
First Pioneer Farm Credit,0.2215,gioia
KZH-Soleil,0.2215,gioia
CoreStates Financial Corp,0.2208,gioia
BNL Plc,0.2203,gioia
NationsBank of Maryland,0.219,gioia
Nomura International Hongkong,0.2189,gioia
Jardine Fleming Hongkong,0.2177,gioia
Dresdner Bank Luxembourg,0.2174,gioia
Bank Polska Kasa Opieki SA [Pekao],0.2163,gioia
Bayerische Hypo-Und Vereinsbank AG,0.2161,gioia
Cassa di Risparmio di Torino,0.2151,gioia
Merrill Lynch Asset Management Co,0.215,gioia
AT&T Capital Corp,0.215,gioia
ABN AMRO Australia Ltd,0.2147,gioia
South Trust,0.2145,gioia
Kidder Peabody Group,0.2139,gioia
Burdale Financial Ltd,0.2135,gioia
Citizens Business Credit Co,0.2132,gioia
Bank of China (HK),0.2118,gioia
Textron Financial Corp,0.2113,gioia
Bank of Tokyo-Mitsubishi UFJ Ltd Houston Agency,0.211,gioia
National City Bank of Michigan/Illinois,0.211,gioia
First Niagara Bank,0.2107,gioia
UBS Capital,0.21,gioia
Boettcher & Co,0.21,gioia
SC First Bank (ex-Korea First Bank),0.2095,gioia
Norstar Bank of Upstate New York,0.2093,gioia
First American Bank Texas,0.2086,gioia
Montgomery Securities,0.2085,gioia
Deutsche Schiffsbank AG,0.2081,gioia
Winter Harbor LLC,0.208,gioia
National Deposit Life Insurance Co,0.2079,gioia
Bank of America NT & SA,0.2079,gioia
Chase Manhattan Australia,0.2077,gioia
Pacific Coast Bankers' Bank,0.2075,gioia
Lutheran Brotherhood,0.2069,gioia
Phoenix Leasing,0.2065,gioia
Morgan Stanley & Co International,0.2055,gioia
PrivateBank & Trust Co,0.205,gioia
Citizens Trust,0.2038,gioia
Dean Witter Prime Fund,0.2035,gioia
Paribas Capital Markets,0.2033,gioia
Greenwich Capital Finance,0.203,gioia
Keyport Life Insurance Co,0.203,gioia
KeyCorp,0.2025,gioia
ORIX Financial Services Inc,0.2023,gioia
South Bay Bank,0.202,gioia
Equitable Variable Life Insurance Co,0.202,gioia
Caisse Nationale de Credit Agricole,0.2007,gioia
Bank of China (Hong Kong) Ltd,0.2003,gioia
MFBL Funding Inc,0.2,gioia
Delta National Bank,0.2,gioia
First National Bank (Mt Clemens MI),0.2,gioia
NBD Business Finance,0.2,gioia
AdamBanc Savings Association,0.2,gioia
Korea Commercial Bank Deutschland GmbH,0.2,gioia
Mil Investments SA,0.2,gioia
KLB International London,0.2,gioia
Prime Bank,0.2,gioia
Citicorp Securities Markets,0.2,gioia
Baird Financial Corp,0.2,gioia
Seafirst Bank Oregon,0.1984,gioia
Bank Austria AG [Singapore],0.198,gioia
BA Securities Inc,0.1977,gioia
Pitney Bowes Credit Corp,0.1974,gioia
Bayerische Hypo-und Vereinsbank AG [Ex-Bayerische Vereinsbank AG],0.197,gioia
ABN AMRO Bank New York,0.1968,gioia
Norwest Bank Texas,0.1965,gioia
Kredietbank SA Luxembourgeoise,0.1964,gioia
Export Development Bank of Canada,0.1961,gioia
Silver Point Finance,0.1958,gioia
CIC Banques,0.1955,gioia
Texas Capital Bank NA,0.1952,gioia
Pacific Life Insurance Co,0.195,gioia
NYNEX Master Pension Trust,0.1948,gioia
Citizens National Bank of Evansville,0.194,gioia
Pruco Life Insurance Co,0.1937,gioia
Tristate Capital Bank,0.1925,gioia
Associated Bank Chicago,0.1925,gioia
Aareal Bank,0.1914,gioia
BBL Australia,0.191,gioia
Chinatrust Commercial Bank Ltd,0.1906,gioia
ING Bank Dublin,0.1901,gioia
GECC Capital Markets Group Inc,0.1898,gioia
Madison Capital Partners,0.1896,gioia
Union Bank & Trust Co,0.1896,gioia
Marine Midland Realty Credit Corp,0.189,gioia
Bank One Lexington,0.1886,gioia
Farm Credit Services of Mid-America,0.1882,gioia
Citicorp Global Markets Inc,0.1875,gioia
Allgemeine Sparkasse Oberosterreich Bank AG,0.186,gioia
Cathay United Bank,0.1854,gioia
Society For Savings,0.1847,gioia
LIL Hong Kong Ltd,0.1842,gioia
Credit Suisse Canada,0.1828,gioia
CivicBank of Commerce,0.1828,gioia
Belmont Fund LP,0.1824,gioia
First Interstate Bank of Dallas,0.1823,gioia
Debis Financial Services Inc,0.1822,gioia
Chicago-Tokyo Bank,0.1806,gioia
PNC Business Credit,0.1804,gioia
Corpus Christi National Bank,0.1801,gioia
Prudential-Bache Interfunding,0.18,gioia
State Farm Automobile Insurance Co,0.18,gioia
Merrill Lynch International & Co,0.18,gioia
Churchill Business Credit Inc,0.18,gioia
Nordea Bank Finland Plc NY Branch,0.1797,gioia
Dresdner Bank Lateinamerika,0.1794,gioia
Bank Boston,0.1792,gioia
Privatbank Vermag AG Chur,0.1776,gioia
Boulevard Bank & Trust Co of Chicago,0.1766,gioia
China Merchants Bank Co Ltd,0.1765,gioia
Deutsche Bank AG Luxembourg,0.176,gioia
HSBC Bank Canada,0.1759,gioia
Banque Nationale de Paris Taipei,0.1757,gioia
Revolving Commitment Vehicle Corp,0.175,gioia
Everest Capital Fund LP,0.1749,gioia
Via Banque,0.1747,gioia
Barnett Bank of Pinellas County,0.1739,gioia
Boston Safe Deposit & Trust Co,0.1738,gioia
American General Life Insurance Co,0.1722,gioia
Overton Bank & Trust,0.1713,gioia
Societe Generale (Canada),0.1706,gioia
Unicredit Group[HVB],0.1703,gioia
Fidelity Capital & Income Fund,0.1701,gioia
SouthTrust Bank of North Carolina,0.17,gioia
Banc of America Bridge LLC,0.17,gioia
Siemens Medical Systems Inc,0.17,gioia
SunAmerica Life Insurance Co,0.17,gioia
Barclays Bank of Canada,0.1699,gioia
John Hancock Variable Life Insurance Co,0.1695,gioia
Farallon Capital Partners LP,0.1688,gioia
Agstar Financial Services PCA,0.1687,gioia
Bank Midwest NA,0.1685,gioia
BFCE,0.1685,gioia
Valley Bank (Wisconsin),0.1678,gioia
DLJ Securities,0.1674,gioia
ING High Income Principal Preservation Offering,0.1672,gioia
Bank lV Wichita,0.1666,gioia
KZH Holding Corp III,0.1665,gioia
Bank Leumi Le-Israel BM,0.1658,gioia
Natexis Banques Populaires [ex-Banque Francaise du Commerce Ext (London)],0.1654,gioia
West LB Australia,0.1652,gioia
Union D'Etudes D'Investissements (UEI),0.1651,gioia
First Western Bank NA,0.165,gioia
Finnish Export Credit Ltd,0.165,gioia
GE Capital Heathcare Financial Services,0.1641,gioia
Erste Bank der oesterreichischen Sparkassen AG,0.164,gioia
American Bankers Insurance Co of Florida,0.1639,gioia
Natexis Banques Populaires [ex-Natexis Banque],0.163,gioia
Union Bank of Finland,0.1629,gioia
AUSA Life Insurance Co,0.1626,gioia
Deutsche Bank Trust Corp,0.1621,gioia
CUNA Mutual Insurance Society,0.1618,gioia
Firstar Corp,0.1617,gioia
DVB Bank AG [Ex-Deutsche Verkehrs-Kredit-Bank],0.1615,gioia
Norsk Skibs Hypothekbank A/S,0.1611,gioia
ESun Commercial Bank Ltd,0.1609,gioia
Chancellor Senior Secured Management Co,0.1605,gioia
Comerica Inc,0.1604,gioia
Heller Healthcare Finance Inc,0.1602,gioia
Taiwan Cooperative Bank,0.16,gioia
Banca Nazionale dell'Agricoltura SpA [BNA],0.16,gioia
First Illinois Bank of Wilmette,0.16,gioia
US Leasing International,0.16,gioia
Tokyo Leasing (USA),0.159,gioia
Wardley Capital Ltd,0.1581,gioia
CapitalSource Finance LLC,0.158,gioia
Arab Banking Corp BSC [London],0.1577,gioia
Scotia Capital Markets,0.1577,gioia
Banque Nationale de Paris Manila,0.1577,gioia
Wachovia Corp,0.1573,gioia
Scotiabank Inc,0.1563,gioia
Dominion Bank of Middle Tennessee,0.1559,gioia
Franklin Life Insurance Co,0.1558,gioia
KZH-Crescent,0.1557,gioia
Taiwan Business Bank Los Angeles,0.1556,gioia
UniCredit Bank ZAO,0.1554,gioia
Daimler AG [ex-DaimlerChrysler AG],0.1551,gioia
Allied Bank of Texas Houston,0.155,gioia
ING Group [ex-BHF (USA) Capital Corp],0.155,gioia
Boatmen's National Bank of Oklahoma,0.1542,gioia
MBank Fort Worth,0.1526,gioia
Security Pacific Bank (Oregon),0.1525,gioia
Ventura County National Bank,0.1524,gioia
Chohung Finance,0.152,gioia
Eagle National Bank,0.1519,gioia
NatWest Capital Markets,0.1508,gioia
Hua Nan Commercial Bank Los Angeles,0.1507,gioia
Vermont National Bank,0.1505,gioia
Mitsubishi Tokyo Financial Group,0.1504,gioia
Hartford Investment Management,0.15,gioia
Oaktree Capital Management,0.15,gioia
Morgan Stanley Capital Partners,0.15,gioia
PacifiCorp Financial Services,0.15,gioia
First National Bank St Paul,0.15,gioia
River Bank America,0.15,gioia
BOCI Capital Ltd,0.15,gioia
Comet Trust,0.15,gioia
First National Bank of Decatur,0.15,gioia
Caisse de Depot et Placement du Quebec,0.1499,gioia
Hibernia Corp,0.1497,gioia
Madison Capital Funding LLC,0.1491,gioia
Z-Landerbank Bank Austria,0.1491,gioia
Insurance Co of North America,0.149,gioia
Lehman Bank Inc,0.1487,gioia
Banque Veuve Morin-Pons,0.1484,gioia
Peoples Bank NA,0.1482,gioia
Banque Nationale de Paris Hong Kong,0.1479,gioia
Credit Suisse Securities LLC,0.1471,gioia
Trustees of the General Electric Pension Trust,0.1469,gioia
Old National Bank,0.1465,gioia
First Tennessee Equipment Finance Corp,0.1454,gioia
Cargill Financial Services Corp,0.1454,gioia
American National Bank & Trust Co of Chattanooga,0.145,gioia
TransAmerica Life & Annuity Insurance,0.1448,gioia
Van Kampen Prime Rate Income Trust,0.1447,gioia
Schroders Asia Ltd,0.1439,gioia
Dexia Credit Local SA,0.1431,gioia
Farallon Capital Management LLC,0.143,gioia
Enterprise National Bank,0.1428,gioia
Norwest Bank Wisconsin,0.1425,gioia
Svenska International Plc,0.142,gioia
ING Bank NV London - Bangko Sentral ng Pilipinas linked note,0.1417,gioia
SunTrust Bank South Florida,0.1415,gioia
Banca Monte Paschi Belgio SA,0.1413,gioia
State Bank of New South Wales,0.141,gioia
BB&T Financial Corp,0.1408,gioia
First National Bank of Pennsylvania,0.1408,gioia
Debt Strategies Fund,0.1405,gioia
Fidelity Funding of California,0.1404,gioia
Santander UK Plc [ex-Abbey National Plc],0.14,gioia
Credit Suisse New York,0.14,gioia
Bangkok Bank Manila,0.14,gioia
Bank Negara Indonesia Singapore,0.14,gioia
First National Bank of Chicago Hongkong,0.14,gioia
United Overseas Bank Ltd,0.1395,gioia
Atlantic Bank of New York,0.1392,gioia
Munchener Hypothekenbank eG,0.1375,gioia
IBJ Whitehall Business Credit Corp,0.137,gioia
Nordea Bank Norge ASA,0.137,gioia
TCF Bank Minnesota,0.137,gioia
Mellon Financial Services Corp,0.1367,gioia
Bank Austria Creditanstalt AG [BACA],0.1365,gioia
LaSalle Retail Finance,0.1362,gioia
Royal Bank of Scotland Plc [Hongkong],0.136,gioia
Octagon Portfolio,0.1358,gioia
National City Bank of Indiana,0.1358,gioia
Boatmen's Bancshares Inc,0.1358,gioia
Central Bank Denver,0.1356,gioia
CIT Capital USA Inc,0.1353,gioia
Sanpaolo Bank Austria AG,0.1351,gioia
Westdeutsche ImmobilienBank AG [Westimmo],0.135,gioia
Allied Bank of Texas Dallas,0.135,gioia
Banca Cassa di Risparmio di Torino SpA,0.1346,gioia
Firstier Bank Omaha,0.1339,gioia
Guaranty Business Credit Corp,0.1338,gioia
International Commercial Bank of China New York,0.1331,gioia
General Motors Acceptance Corp,0.133,gioia
East West Bank,0.1328,gioia
Society Bank & Trust,0.1322,gioia
Suedwestdeutsche Landesbank,0.132,gioia
Unibank A/S,0.1319,gioia
First Security Corp,0.1317,gioia
Vereins-und Westbank AG,0.1311,gioia
Seafield Capital Corp,0.131,gioia
United Bank,0.1309,gioia
Banco Exterior Espana SA,0.1308,gioia
Banco Popular Espanol SA,0.1306,gioia
Japan Leasing (USA),0.1302,gioia
Countrywide Banking Corp,0.13,gioia
Dexia Banque Internationale A Luxembourg SA,0.13,gioia
Strata Funding Ltd,0.1298,gioia
Greenwich NatWest,0.1298,gioia
Firstrust Bank,0.1298,gioia
KZH Sterling LLC,0.1297,gioia
KZH CypressTree-1 LLC,0.1297,gioia
Citibank International Plc,0.1296,gioia
SunAmerica Investments,0.1295,gioia
Sun Bank/Miami NA,0.1294,gioia
Toronto Dominion Taipei,0.129,gioia
Mutual of Omaha Insurance Co,0.1288,gioia
Mees Pierson NV,0.1285,gioia
1st Farm Credit Services,0.1283,gioia
FCS Commercial Finance Group,0.1283,gioia
Midland National Life Insurance Co,0.1283,gioia
ANZ Grindlays Bank Plc,0.1276,gioia
BMO/Harris Bank,0.127,gioia
West Coast Life Insurance Co,0.127,gioia
Farm Credit Bank of Wichita,0.1261,gioia
GMAC Commercial Mortgage Corp,0.126,gioia
CIGNA Property & Casualty Insurance Co,0.1257,gioia
Bank of China (Luxembourg),0.125,gioia
Swedbank AB (publ),0.125,gioia
Korea First Bank New York,0.125,gioia
Dillon Read Interfunding,0.125,gioia
Karabu Corp,0.125,gioia
RBS Business Capital,0.125,gioia
Banque de l'Union Europeene,0.1243,gioia
SouthTrust Bank of West Florida,0.1241,gioia
Strategic Value Master Fund Ltd,0.1237,gioia
Bergen Bank,0.1231,gioia
Banca Sanpaolo di Brescia SpA,0.1231,gioia
Bahrain Middle East Bank (EC),0.1231,gioia
German American Capital Corp,0.123,gioia
C&S/Sovran Corp,0.123,gioia
Great American Insurance Co,0.1226,gioia
Hapoalim Banque Luxembourg,0.1225,gioia
Malayan Banking Berhad New York,0.1225,gioia
Southwest Bank of St Louis,0.1221,gioia
Mega International Commercial Bank New York Branch,0.1219,gioia
AIB Capital Markets,0.1216,gioia
Bank of Montreal Chicago,0.1213,gioia
American Bank NA,0.1212,gioia
First Constitution Bank,0.12,gioia
Sanpaolo IMI SpA [Ex-Istituto Mobiliare Italiano SpA] [Sweden],0.12,gioia
Bank of Tokyo-Mitsubishi International,0.12,gioia
Highland Capital Corp,0.1198,gioia
Credit Suisse First Boston Mortgage Capital LLC [USA],0.1195,gioia
Chang Hwa Commercial Bank Los Angeles,0.119,gioia
Merrill Lynch Prime Rate Portfolio,0.1179,gioia
Continental Bank Corp,0.1178,gioia
KZH-ING-2,0.1178,gioia
Savings Bank of Mendocino,0.1177,gioia
Korea First Finance Ltd,0.1175,gioia
M&T Trust,0.1175,gioia
Banque Nationale de Paris San Francisco,0.1162,gioia
SP Syntax LLC,0.116,gioia
National City Bancorporation,0.1155,gioia
Nevada State Bank,0.1154,gioia
Lutheran Church,0.1151,gioia
Protective Asset Management,0.1151,gioia
Bank of Taiwan Los Angeles,0.115,gioia
Chohung Bank New York,0.115,gioia
First American Bank of Maryland,0.115,gioia
Banque Societe Generale Vostok [BSGV],0.115,gioia
Merit Life Insurance Co,0.115,gioia
Fokus Bank ASA,0.115,gioia
Community Bank & Trust Co,0.1144,gioia
NIBC Bank NV [ex-NIB Capital Bank NV],0.1141,gioia
SunTrust Bank North Central Florida,0.114,gioia
Kyowa Saitama Bank Ltd,0.1138,gioia
Landesbank Saar GZ,0.1135,gioia
MB Financial,0.1135,gioia
Wells Fargo Business Credit Inc,0.1127,gioia
American States Life Insurance Co,0.1126,gioia
Deutsche Pfandbriefbank AG [ex-Hypo Real Estate Bank International],0.1125,gioia
Household Bank,0.1124,gioia
Yasuda Trust & Banking Co New York,0.1122,gioia
SunTrust Capital Markets Inc,0.112,gioia
Regions Bank of Louisiana,0.1118,gioia
E Sun Commercial Bank Ltd,0.1116,gioia
Firstar Bank of Minnesota,0.1115,gioia
Chiao Tung Bank,0.1111,gioia
Texas Commerce Bank NA,0.111,gioia
Bank Austria Creditanstalt RT,0.111,gioia
Bank of Tokyo-Mitsubishi (Canada),0.111,gioia
Landesbank Baden-Wurttemberg New York Branch,0.1109,gioia
Hokuriku Bank Ltd,0.1104,gioia
Sundance Venture Partners LP,0.1103,gioia
E Sun Bank,0.1102,gioia
Van Kampen CLO I Ltd,0.11,gioia
PaineWebber Inc,0.11,gioia
Alabama Heritage Trust Fund,0.11,gioia
First RepublicBank Houston,0.11,gioia
Northern Bank Ltd,0.1099,gioia
Oversea-Chinese Banking Corp Ltd [OCBC],0.1098,gioia
Diamond Leasing Co,0.1092,gioia
Cape Fear Farm Credit ACA,0.1092,gioia
Wells Fargo Preferred Capital Inc,0.109,gioia
CIT Healthcare LLC,0.109,gioia
Summit Bank of Indianapolis,0.1089,gioia
ABSA Bank Ltd [South Africa],0.1085,gioia
Marine Bank,0.1083,gioia
Interfirst Bank Dallas,0.1082,gioia
Baden-Wurttemburgische Bank AG [BW-Bank],0.108,gioia
National Westminster Bancorp Inc,0.108,gioia
*CIBC CEF,0.108,gioia
MONY Life Insurance Co of America,0.1077,gioia
BNP Oakreed,0.107,gioia
Mitsui Manufacturers Bank,0.107,gioia
Commercial National Bank of Shreveport,0.107,gioia
Fuji Bank Houston,0.1068,gioia
Integon Life Insurance Co,0.1067,gioia
Chang Hwa Commercial Bank Ltd,0.1064,gioia
Fulcrum Advisory LLC,0.1061,gioia
Central Bank of the South,0.1061,gioia
Canadian Imperial Bank of Commerce Asia,0.1055,gioia
UMB Oklahoma Bank,0.1054,gioia
Alleghany Corp,0.105,gioia
CenTrust Savings Bank,0.105,gioia
RBC Bank USA (fka - RBC Centura Bank),0.105,gioia
National Bank of Egypt SAE [NBE],0.1049,gioia
BankBoston Corp,0.1049,gioia
MNC Credit Corp,0.1047,gioia
PPM America Capital Partners LLC,0.1044,gioia
GE Business Financial Service,0.1041,gioia
Banque Internationale a Luxembourg SA [BIL],0.104,gioia
Nedcor Bank Ltd,0.104,gioia
Banca Popolare di Bergamo-Credito Varesino (BPB-CV),0.104,gioia
Deutsche Bank AG Singapore Branch,0.1031,gioia
Canpartners Investments IV LLC,0.103,gioia
County NatWest Capital Market Corp USA,0.1029,gioia
CDC Mortgage Capital Inc,0.1028,gioia
Continental Casualty Co,0.1028,gioia
Republic Bancorp,0.1025,gioia
Chase Venture Capital Associates LP,0.1025,gioia
Paribas Principal Inc,0.1025,gioia
Washington Square Advisers Private Placement Trust Fund,0.1025,gioia
Associated Banc Corp,0.1025,gioia
Key Bank of Florida,0.102,gioia
Natexis Banques Populaires [ex-Credit National],0.1019,gioia
CVD Financial Corp,0.1018,gioia
USAA Life Insurance Co,0.1017,gioia
International Bank of Singapore Ltd,0.1017,gioia
Australia & New Zealand Banking Group Ltd Melbourne,0.1015,gioia
Northern National Bank,0.1009,gioia
Caterpillar Finance Corp,0.1005,gioia
Merrill Lynch Life Insurance Co,0.1005,gioia
Chiba Bank Ltd,0.1004,gioia
BTMU Capital,0.1004,gioia
National Commercial Bank (Saudi Arabia) [NCB] [AlAhli Bank],0.1003,gioia
Mass Mutual Life Insurance Co,0.1,gioia
Bank of New York (Delaware),0.1,gioia
Caja de Ahorros del Mediterraneo SA [CAM],0.1,gioia
Banco Santander (Brasil) SA [Ex-Banco Santander Central Hispano],0.1,gioia
US Bank International,0.1,gioia
